Exp_ID,Model,Data_Type,Context,Image_ID,Morph_Characteristic,Statistical_Metric,prompt_tokens,completion_tokens,total_tokens,compute_time,response,ground_truth,pct_error
EXP004888,gpt-4o-mini,Processed/Embeded,Zero-shot,1,major_axis_length,Q3,2608.0,3.0,2611.0,0.3893,123.477,123.47682900081244,0.0001
EXP004889,gpt-4o-mini,Processed/Embeded,Zero-shot,1,minor_axis_length,mean,2607.0,4.0,2611.0,0.4847,53.176,53.175801329101866,0.0004
EXP004890,gpt-4o-mini,Processed/Embeded,Zero-shot,1,minor_axis_length,median,2607.0,3.0,2610.0,0.2724,49.94,49.93957115414702,0.0009
EXP004891,gpt-4o-mini,Processed/Embeded,Zero-shot,1,minor_axis_length,range,2607.0,3.0,2610.0,0.3395,173.067,173.06705061805522,0.0
EXP004892,gpt-4o-mini,Processed/Embeded,Zero-shot,1,minor_axis_length,min,2607.0,4.0,2611.0,0.3746,8.312,8.311624597053086,0.0045
EXP004893,gpt-4o-mini,Processed/Embeded,Zero-shot,1,minor_axis_length,max,2607.0,4.0,2611.0,0.392,181.379,181.3786752151083,0.0002
EXP004894,gpt-4o-mini,Processed/Embeded,Zero-shot,1,minor_axis_length,IQR,2608.0,3.0,2611.0,0.3596,43.994,43.99364266185869,0.0008
EXP004895,gpt-4o-mini,Processed/Embeded,Zero-shot,1,minor_axis_length,Q1,2608.0,4.0,2612.0,0.2595,28.089,28.08934148521245,0.0012
EXP004896,gpt-4o-mini,Processed/Embeded,Zero-shot,1,minor_axis_length,Q3,2608.0,4.0,2612.0,0.268,72.083,72.08298414707114,0.0
EXP004897,gpt-4o-mini,Processed/Embeded,Zero-shot,1,eccentricity,mean,2606.0,4.0,2610.0,0.5117,0.792,0.7921414149503283,0.0179
EXP004898,gpt-4o-mini,Processed/Embeded,Zero-shot,1,eccentricity,median,2606.0,4.0,2610.0,0.3681,0.818,0.8182901990745339,0.0355
EXP004899,gpt-4o-mini,Processed/Embeded,Zero-shot,1,eccentricity,range,2606.0,4.0,2610.0,1.5744,0.655,0.6550293511612555,0.0045
EXP004900,gpt-4o-mini,Processed/Embeded,Zero-shot,1,eccentricity,min,2606.0,4.0,2610.0,0.3579,0.333,0.3325587843086343,0.1327
EXP004901,gpt-4o-mini,Processed/Embeded,Zero-shot,1,eccentricity,max,2606.0,4.0,2610.0,0.5287,0.988,0.9875881354698898,0.0417
EXP004902,gpt-4o-mini,Processed/Embeded,Zero-shot,1,eccentricity,IQR,2607.0,3.0,2610.0,0.4097,0.169,0.1690004656014069,0.0003
EXP004903,gpt-4o-mini,Processed/Embeded,Zero-shot,1,eccentricity,Q1,2607.0,3.0,2610.0,0.4244,0.725,0.724580223783421,0.0579
EXP004904,gpt-4o-mini,Processed/Embeded,Zero-shot,1,eccentricity,Q3,2607.0,4.0,2611.0,0.5794,0.894,0.8935806893848279,0.0469
EXP004905,gpt-4o-mini,Processed/Embeded,Zero-shot,1,orientation,mean,2605.0,4.0,2609.0,0.8529,-0.017,-0.0170555890488529,0.3259
EXP004906,gpt-4o-mini,Processed/Embeded,Zero-shot,1,orientation,median,2605.0,4.0,2609.0,0.6059,-0.049,-0.0486858135136534,0.6453
EXP004907,gpt-4o-mini,Processed/Embeded,Zero-shot,1,orientation,range,2605.0,4.0,2609.0,0.6829,3.102,3.101994499564943,0.0002
EXP004908,gpt-4o-mini,Processed/Embeded,Zero-shot,1,orientation,min,2605.0,5.0,2610.0,0.7112,-1.547,-1.54704303971398,0.0028
EXP004909,gpt-4o-mini,Processed/Embeded,Zero-shot,1,orientation,max,2605.0,3.0,2608.0,0.6563,1.555,1.554951459850963,0.0031
EXP004910,gpt-4o-mini,Processed/Embeded,Zero-shot,1,orientation,IQR,2606.0,4.0,2610.0,0.6828,1.27,1.2700991917128728,0.0078
EXP004911,gpt-4o-mini,Processed/Embeded,Zero-shot,1,orientation,Q1,2606.0,4.0,2610.0,0.8051,-0.622,-0.621746491149171,0.0408
EXP004912,gpt-4o-mini,Processed/Embeded,Zero-shot,1,orientation,Q3,2606.0,5.0,2611.0,0.6323,5765.75,0.6483527005637018,889192.2008
EXP004913,gpt-4o-mini,Processed/Embeded,Zero-shot,1,equivalent_diameter,mean,2607.0,3.0,2610.0,0.5374,66.693,66.6928025077247,0.0003
EXP004914,gpt-4o-mini,Processed/Embeded,Zero-shot,1,equivalent_diameter,median,2607.0,4.0,2611.0,0.4649,62.396,62.395926368990544,0.0001
EXP004915,gpt-4o-mini,Processed/Embeded,Zero-shot,1,equivalent_diameter,range,2607.0,3.0,2610.0,0.4527,201.369,201.36872163964296,0.0001
EXP004916,gpt-4o-mini,Processed/Embeded,Zero-shot,1,equivalent_diameter,min,2607.0,4.0,2611.0,0.4413,66.0,9.16699568847508,619.9742
EXP004917,gpt-4o-mini,Processed/Embeded,Zero-shot,1,equivalent_diameter,max,2607.0,5.0,2612.0,0.481,34813.0,210.53571732811804,16435.4366
EXP004918,gpt-4o-mini,Processed/Embeded,Zero-shot,1,equivalent_diameter,IQR,2608.0,3.0,2611.0,0.5187,45.003,45.00339315987759,0.0009
EXP004919,gpt-4o-mini,Processed/Embeded,Zero-shot,1,equivalent_diameter,Q1,2608.0,4.0,2612.0,0.4428,40.676,40.67632940052496,0.0008
EXP004920,gpt-4o-mini,Processed/Embeded,Zero-shot,1,equivalent_diameter,Q3,2608.0,4.0,2612.0,0.5837,85.68,85.67972256040255,0.0003
EXP004921,gpt-4o-mini,Processed/Embeded,Zero-shot,1,circularity,mean,2606.0,4.0,2610.0,0.393,0.603,0.6033407809783572,0.0565
EXP004922,gpt-4o-mini,Processed/Embeded,Zero-shot,1,circularity,median,2606.0,4.0,2610.0,0.4825,0.629,0.6290515260070296,0.0082
EXP004923,gpt-4o-mini,Processed/Embeded,Zero-shot,1,circularity,range,2606.0,3.0,2609.0,0.334,0.827,0.8268893941225322,0.0134
EXP004924,gpt-4o-mini,Processed/Embeded,Zero-shot,1,circularity,min,2606.0,3.0,2609.0,0.3512,0.246,0.2463479327924413,0.1412
EXP004925,gpt-4o-mini,Processed/Embeded,Zero-shot,1,circularity,max,2606.0,4.0,2610.0,0.2491,1.073,1.0732373269149735,0.0221
EXP004926,gpt-4o-mini,Processed/Embeded,Zero-shot,1,circularity,IQR,2607.0,3.0,2610.0,0.2988,0.266,0.2658681571603665,0.0496
EXP004927,gpt-4o-mini,Processed/Embeded,Zero-shot,1,circularity,Q1,2607.0,4.0,2611.0,0.3733,0.461,0.4607119829938091,0.0625
EXP004928,gpt-4o-mini,Processed/Embeded,Zero-shot,1,circularity,Q3,2607.0,4.0,2611.0,0.2879,0.727,0.7265801401541756,0.0578
EXP004929,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area,mean,2602.0,5.0,2607.0,0.4372,6019.57,6019.569620253164,0.0
EXP004930,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area,median,2602.0,4.0,2606.0,0.4825,3534.0,3534.0,0.0
EXP004931,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area,range,2602.0,4.0,2606.0,0.3942,23229.0,23229.0,0.0
EXP004932,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area,min,2602.0,4.0,2606.0,0.4304,159.0,159.0,0.0
EXP004933,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area,max,2602.0,4.0,2606.0,1.5021,23388.0,23388.0,0.0
EXP004934,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area,IQR,2603.0,4.0,2607.0,0.8743,6452.0,6452.0,0.0
EXP004935,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area,Q1,2603.0,5.0,2608.0,0.3485,1203.0,1203.0,0.0
EXP004936,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area,Q3,2603.0,4.0,2607.0,0.3958,7655.0,7655.0,0.0
EXP004937,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area_convex,mean,2604.0,5.0,2609.0,0.3052,7476.025,7476.025316455696,0.0
EXP004938,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area_convex,median,2604.0,4.0,2608.0,0.337,4472.0,4472.0,0.0
EXP004939,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area_convex,range,2604.0,5.0,2609.0,0.3547,31112.0,31112.0,0.0
EXP004940,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area_convex,min,2604.0,4.0,2608.0,0.645,182.0,182.0,0.0
EXP004941,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area_convex,max,2604.0,4.0,2608.0,0.3813,31294.0,31294.0,0.0
EXP004942,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area_convex,IQR,2605.0,4.0,2609.0,0.4988,9226.0,9226.0,0.0
EXP004943,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area_convex,Q1,2605.0,5.0,2610.0,0.394,1338.5,1338.5,0.0
EXP004944,gpt-4o-mini,Processed/Embeded,Zero-shot,2,area_convex,Q3,2605.0,4.0,2609.0,0.4588,10564.5,10564.5,0.0
EXP004945,gpt-4o-mini,Processed/Embeded,Zero-shot,2,major_axis_length,mean,2604.0,3.0,2607.0,0.3856,115.198,115.19789926824376,0.0001
EXP004946,gpt-4o-mini,Processed/Embeded,Zero-shot,2,major_axis_length,median,2604.0,4.0,2608.0,0.3373,106.948,106.94754544996572,0.0004
EXP004947,gpt-4o-mini,Processed/Embeded,Zero-shot,2,major_axis_length,range,2604.0,4.0,2608.0,0.3334,340.8,340.7998355495132,0.0
EXP004948,gpt-4o-mini,Processed/Embeded,Zero-shot,2,major_axis_length,min,2604.0,4.0,2608.0,0.3386,19.828,19.828445269372267,0.0022
EXP004949,gpt-4o-mini,Processed/Embeded,Zero-shot,2,major_axis_length,max,2604.0,3.0,2607.0,0.4726,360.628,360.6282808188855,0.0001
EXP004950,gpt-4o-mini,Processed/Embeded,Zero-shot,2,major_axis_length,IQR,2605.0,4.0,2609.0,0.3558,103.611,103.61062133985658,0.0004
EXP004951,gpt-4o-mini,Processed/Embeded,Zero-shot,2,major_axis_length,Q1,2605.0,4.0,2609.0,0.3895,56.46,56.45964665125521,0.0006
EXP004952,gpt-4o-mini,Processed/Embeded,Zero-shot,2,major_axis_length,Q3,2605.0,4.0,2609.0,0.32,160.07,160.0702679911118,0.0002
EXP004953,gpt-4o-mini,Processed/Embeded,Zero-shot,2,minor_axis_length,mean,2604.0,3.0,2607.0,0.2427,60.292,60.29203922044053,0.0001
EXP004954,gpt-4o-mini,Processed/Embeded,Zero-shot,2,minor_axis_length,median,2604.0,3.0,2607.0,0.2659,49.008,49.00779007946192,0.0004
EXP004955,gpt-4o-mini,Processed/Embeded,Zero-shot,2,minor_axis_length,range,2604.0,3.0,2607.0,0.3785,182.884,182.8838287784259,0.0001
EXP004956,gpt-4o-mini,Processed/Embeded,Zero-shot,2,minor_axis_length,min,2604.0,4.0,2608.0,0.2819,9.033,9.033077059232935,0.0009
EXP004957,gpt-4o-mini,Processed/Embeded,Zero-shot,2,minor_axis_length,max,2604.0,4.0,2608.0,0.2451,191.917,191.91690583765885,0.0
EXP004958,gpt-4o-mini,Processed/Embeded,Zero-shot,2,minor_axis_length,IQR,2605.0,4.0,2609.0,0.2613,51.728,51.72805270415014,0.0001
EXP004959,gpt-4o-mini,Processed/Embeded,Zero-shot,2,minor_axis_length,Q1,2605.0,3.0,2608.0,0.3055,31.04,31.03985210528564,0.0005
EXP004960,gpt-4o-mini,Processed/Embeded,Zero-shot,2,minor_axis_length,Q3,2605.0,4.0,2609.0,0.274,82.768,82.76790480943578,0.0001
EXP004961,gpt-4o-mini,Processed/Embeded,Zero-shot,2,eccentricity,mean,2603.0,4.0,2607.0,0.5609,0.788,0.7878257607706088,0.0221
EXP004962,gpt-4o-mini,Processed/Embeded,Zero-shot,2,eccentricity,median,2603.0,3.0,2606.0,0.4379,0.824,0.8243284735161556,0.0398
EXP004963,gpt-4o-mini,Processed/Embeded,Zero-shot,2,eccentricity,range,2603.0,3.0,2606.0,0.3069,0.597,0.5966531338549529,0.0581
EXP004964,gpt-4o-mini,Processed/Embeded,Zero-shot,2,eccentricity,min,2603.0,3.0,2606.0,0.2773,0.371,0.37087797369788,0.0329
EXP004965,gpt-4o-mini,Processed/Embeded,Zero-shot,2,eccentricity,max,2603.0,3.0,2606.0,0.4907,0.968,0.9675311075528328,0.0485
EXP004966,gpt-4o-mini,Processed/Embeded,Zero-shot,2,eccentricity,IQR,2604.0,3.0,2607.0,0.3512,0.246,0.2455778665928274,0.1719
EXP004967,gpt-4o-mini,Processed/Embeded,Zero-shot,2,eccentricity,Q1,2604.0,4.0,2608.0,0.3246,0.669,0.6691998374746335,0.0299
EXP004968,gpt-4o-mini,Processed/Embeded,Zero-shot,2,eccentricity,Q3,2604.0,4.0,2608.0,0.3937,0.915,0.914777704067461,0.0243
EXP004969,gpt-4o-mini,Processed/Embeded,Zero-shot,2,orientation,mean,2602.0,4.0,2606.0,0.656,0.101,0.1011726996578028,0.1707
EXP004970,gpt-4o-mini,Processed/Embeded,Zero-shot,2,orientation,median,2602.0,3.0,2605.0,0.7265,0.059,0.0591970604096885,0.3329
EXP004971,gpt-4o-mini,Processed/Embeded,Zero-shot,2,orientation,range,2602.0,4.0,2606.0,0.7449,3.115,3.114710504432922,0.0093
EXP004972,gpt-4o-mini,Processed/Embeded,Zero-shot,2,orientation,min,2602.0,5.0,2607.0,0.5796,-1.565,-1.5653695086395196,0.0236
EXP004973,gpt-4o-mini,Processed/Embeded,Zero-shot,2,orientation,max,2602.0,4.0,2606.0,0.7518,1.549,1.5493409957934026,0.022
EXP004974,gpt-4o-mini,Processed/Embeded,Zero-shot,2,orientation,IQR,2603.0,4.0,2607.0,0.6535,1.621,1.6211911273367794,0.0118
EXP004975,gpt-4o-mini,Processed/Embeded,Zero-shot,2,orientation,Q1,2603.0,5.0,2608.0,0.693,-0.622,-0.6222946401772399,0.0473
EXP004976,gpt-4o-mini,Processed/Embeded,Zero-shot,2,orientation,Q3,2603.0,4.0,2607.0,0.4306,0.999,0.9988964871595394,0.0104
EXP004977,gpt-4o-mini,Processed/Embeded,Zero-shot,2,equivalent_diameter,mean,2604.0,3.0,2607.0,0.5624,76.253,76.25296736273934,0.0
EXP004978,gpt-4o-mini,Processed/Embeded,Zero-shot,2,equivalent_diameter,median,2604.0,3.0,2607.0,0.5419,67.079,67.07927065117856,0.0004
EXP004979,gpt-4o-mini,Processed/Embeded,Zero-shot,2,equivalent_diameter,range,2604.0,3.0,2607.0,0.5192,158.336,158.33623748933238,0.0001
EXP004980,gpt-4o-mini,Processed/Embeded,Zero-shot,2,equivalent_diameter,min,2604.0,4.0,2608.0,0.4808,159.0,14.228319915327,1017.4896
EXP004981,gpt-4o-mini,Processed/Embeded,Zero-shot,2,equivalent_diameter,max,2604.0,5.0,2609.0,0.5184,23388.0,172.56455740465938,13453.1886
EXP004982,gpt-4o-mini,Processed/Embeded,Zero-shot,2,equivalent_diameter,IQR,2605.0,4.0,2609.0,0.3654,59.613,59.61305939389052,0.0001
EXP004983,gpt-4o-mini,Processed/Embeded,Zero-shot,2,equivalent_diameter,Q1,2605.0,5.0,2610.0,0.5298,1203.0,39.11198931399696,2975.7832
EXP004984,gpt-4o-mini,Processed/Embeded,Zero-shot,2,equivalent_diameter,Q3,2605.0,4.0,2609.0,0.946,7655.0,98.72504870788748,7653.8579
EXP004985,gpt-4o-mini,Processed/Embeded,Zero-shot,2,circularity,mean,2603.0,3.0,2606.0,0.2553,0.576,0.5758062031149808,0.0337
EXP004986,gpt-4o-mini,Processed/Embeded,Zero-shot,2,circularity,median,2603.0,3.0,2606.0,0.3451,0.587,0.5869774746359238,0.0038
EXP004987,gpt-4o-mini,Processed/Embeded,Zero-shot,2,circularity,range,2603.0,3.0,2606.0,0.5656,0.598,0.5983322113938061,0.0555
EXP004988,gpt-4o-mini,Processed/Embeded,Zero-shot,2,circularity,min,2603.0,3.0,2606.0,0.3551,0.286,0.2859999981273654,0.0
EXP004989,gpt-4o-mini,Processed/Embeded,Zero-shot,2,circularity,max,2603.0,4.0,2607.0,0.2854,0.884,0.8843322095211714,0.0376
EXP004990,gpt-4o-mini,Processed/Embeded,Zero-shot,2,circularity,IQR,2604.0,4.0,2608.0,0.3478,0.232,0.2320744689975106,0.0321
EXP004991,gpt-4o-mini,Processed/Embeded,Zero-shot,2,circularity,Q1,2604.0,4.0,2608.0,0.3092,0.461,0.4606499953150206,0.076
EXP004992,gpt-4o-mini,Processed/Embeded,Zero-shot,2,circularity,Q3,2604.0,4.0,2608.0,0.4516,0.693,0.6927244643125313,0.0398
EXP004993,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area,mean,2613.0,5.0,2618.0,0.4942,13430.688,13430.6875,0.0
EXP004994,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area,median,2613.0,5.0,2618.0,0.2967,12247.5,12247.5,0.0
EXP004995,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area,range,2613.0,5.0,2618.0,0.8376,29658.0,29658.0,0.0
EXP004996,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area,min,2613.0,4.0,2617.0,0.3109,1672.0,1672.0,0.0
EXP004997,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area,max,2613.0,4.0,2617.0,0.2538,31330.0,31330.0,0.0
EXP004998,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area,IQR,2614.0,4.0,2618.0,0.4359,11346.0,11346.0,0.0
EXP004999,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area,Q1,2614.0,4.0,2618.0,0.4135,6778.75,6778.75,0.0
EXP005000,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area,Q3,2614.0,5.0,2619.0,0.2601,18124.75,18124.75,0.0
EXP005001,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area_convex,mean,2615.0,5.0,2620.0,0.3621,14392.875,14392.875,0.0
EXP005002,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area_convex,median,2615.0,4.0,2619.0,0.497,12981.5,12981.5,0.0
EXP005003,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area_convex,range,2615.0,4.0,2619.0,0.2782,37311.0,37311.0,0.0
EXP005004,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area_convex,min,2615.0,5.0,2620.0,0.3504,1962.0,1962.0,0.0
EXP005005,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area_convex,max,2615.0,4.0,2619.0,0.4339,39273.0,39273.0,0.0
EXP005006,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area_convex,IQR,2616.0,4.0,2620.0,0.7783,11624.25,11624.25,0.0
EXP005007,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area_convex,Q1,2616.0,5.0,2621.0,0.3753,7150.25,7150.25,0.0
EXP005008,gpt-4o-mini,Processed/Embeded,Zero-shot,3,area_convex,Q3,2616.0,5.0,2621.0,0.4603,18774.5,18774.5,0.0
EXP005009,gpt-4o-mini,Processed/Embeded,Zero-shot,3,major_axis_length,mean,2615.0,3.0,2618.0,0.2771,151.757,151.7572877340472,0.0002
EXP005010,gpt-4o-mini,Processed/Embeded,Zero-shot,3,major_axis_length,median,2615.0,4.0,2619.0,0.369,163.001,163.0014331228428,0.0003
EXP005011,gpt-4o-mini,Processed/Embeded,Zero-shot,3,major_axis_length,range,2615.0,4.0,2619.0,0.472,204.712,204.7118794391617,0.0001
EXP005012,gpt-4o-mini,Processed/Embeded,Zero-shot,3,major_axis_length,min,2615.0,3.0,2618.0,0.2904,56.607,56.607460508716144,0.0008
EXP005013,gpt-4o-mini,Processed/Embeded,Zero-shot,3,major_axis_length,max,2615.0,4.0,2619.0,0.2981,261.319,261.31933994787784,0.0001
EXP005014,gpt-4o-mini,Processed/Embeded,Zero-shot,3,major_axis_length,IQR,2616.0,4.0,2620.0,0.2962,79.618,79.61759803245047,0.0005
EXP005015,gpt-4o-mini,Processed/Embeded,Zero-shot,3,major_axis_length,Q1,2616.0,3.0,2619.0,0.3019,109.893,109.89325608235268,0.0002
EXP005016,gpt-4o-mini,Processed/Embeded,Zero-shot,3,major_axis_length,Q3,2616.0,3.0,2619.0,0.3463,189.511,189.51085411480315,0.0001
EXP005017,gpt-4o-mini,Processed/Embeded,Zero-shot,3,minor_axis_length,mean,2615.0,4.0,2619.0,0.3137,107.865,107.864874670465,0.0001
EXP005018,gpt-4o-mini,Processed/Embeded,Zero-shot,3,minor_axis_length,median,2615.0,3.0,2618.0,0.3129,104.293,104.29342346274424,0.0004
EXP005019,gpt-4o-mini,Processed/Embeded,Zero-shot,3,minor_axis_length,range,2615.0,3.0,2618.0,0.4316,152.803,152.80278128638935,0.0001
EXP005020,gpt-4o-mini,Processed/Embeded,Zero-shot,3,minor_axis_length,min,2615.0,3.0,2618.0,0.3113,31.648,31.64820728707712,0.0007
EXP005021,gpt-4o-mini,Processed/Embeded,Zero-shot,3,minor_axis_length,max,2615.0,4.0,2619.0,0.3517,184.451,184.45098857346647,0.0
EXP005022,gpt-4o-mini,Processed/Embeded,Zero-shot,3,minor_axis_length,IQR,2616.0,4.0,2620.0,0.2697,57.781,57.780954811999536,0.0001
EXP005023,gpt-4o-mini,Processed/Embeded,Zero-shot,3,minor_axis_length,Q1,2616.0,4.0,2620.0,0.3973,80.701,80.70100264049402,0.0
EXP005024,gpt-4o-mini,Processed/Embeded,Zero-shot,3,minor_axis_length,Q3,2616.0,3.0,2619.0,0.3181,138.482,138.48195745249356,0.0
EXP005025,gpt-4o-mini,Processed/Embeded,Zero-shot,3,eccentricity,mean,2614.0,3.0,2617.0,0.3543,0.634,0.6339645149406449,0.0056
EXP005026,gpt-4o-mini,Processed/Embeded,Zero-shot,3,eccentricity,median,2614.0,4.0,2618.0,0.3331,0.605,0.6045106987503059,0.0809
EXP005027,gpt-4o-mini,Processed/Embeded,Zero-shot,3,eccentricity,range,2614.0,3.0,2617.0,0.2906,0.733,0.7334598958586811,0.0627
EXP005028,gpt-4o-mini,Processed/Embeded,Zero-shot,3,eccentricity,min,2614.0,4.0,2618.0,0.5955,0.255,0.2550028123293048,0.0011
EXP005029,gpt-4o-mini,Processed/Embeded,Zero-shot,3,eccentricity,max,2614.0,4.0,2618.0,0.4522,0.988,0.988462708187986,0.0468
EXP005030,gpt-4o-mini,Processed/Embeded,Zero-shot,3,eccentricity,IQR,2615.0,3.0,2618.0,0.4842,0.165,0.1646167385821016,0.2328
EXP005031,gpt-4o-mini,Processed/Embeded,Zero-shot,3,eccentricity,Q1,2615.0,4.0,2619.0,0.2975,0.548,0.5476523710257487,0.0635
EXP005032,gpt-4o-mini,Processed/Embeded,Zero-shot,3,eccentricity,Q3,2615.0,4.0,2619.0,0.4203,18124.75,0.7122691096078504,2544549.172
EXP005033,gpt-4o-mini,Processed/Embeded,Zero-shot,3,orientation,mean,2613.0,5.0,2618.0,1.2481,-0.451,-0.4505088295343052,0.109
EXP005034,gpt-4o-mini,Processed/Embeded,Zero-shot,3,orientation,median,2613.0,5.0,2618.0,0.8302,-0.84,-0.8399035249923534,0.0115
EXP005035,gpt-4o-mini,Processed/Embeded,Zero-shot,3,orientation,range,2613.0,3.0,2616.0,0.6388,3.106,3.105570042708011,0.0138
EXP005036,gpt-4o-mini,Processed/Embeded,Zero-shot,3,orientation,min,2613.0,4.0,2617.0,0.6523,-1.564,-1.5638942523007888,0.0068
EXP005037,gpt-4o-mini,Processed/Embeded,Zero-shot,3,orientation,max,2613.0,4.0,2617.0,0.4967,1.542,1.5416757904072222,0.021
EXP005038,gpt-4o-mini,Processed/Embeded,Zero-shot,3,orientation,IQR,2614.0,4.0,2618.0,0.6004,1.401,1.4005250094007713,0.0339
EXP005039,gpt-4o-mini,Processed/Embeded,Zero-shot,3,orientation,Q1,2614.0,4.0,2618.0,0.7629,-1.258,-1.2576841169169932,0.0251
EXP005040,gpt-4o-mini,Processed/Embeded,Zero-shot,3,orientation,Q3,2614.0,5.0,2619.0,0.5352,18124.75,0.1428408924837781,12688668.3806
EXP005041,gpt-4o-mini,Processed/Embeded,Zero-shot,3,equivalent_diameter,mean,2615.0,4.0,2619.0,0.5065,122.773,122.77298685434832,0.0
EXP005042,gpt-4o-mini,Processed/Embeded,Zero-shot,3,equivalent_diameter,median,2615.0,3.0,2618.0,0.3336,123.351,123.35121863655591,0.0002
EXP005043,gpt-4o-mini,Processed/Embeded,Zero-shot,3,equivalent_diameter,range,2615.0,3.0,2618.0,0.4818,153.587,153.58676691769,0.0002
EXP005044,gpt-4o-mini,Processed/Embeded,Zero-shot,3,equivalent_diameter,min,2615.0,5.0,2620.0,0.4835,1672.0,46.13953314455178,3523.7905
EXP005045,gpt-4o-mini,Processed/Embeded,Zero-shot,3,equivalent_diameter,max,2615.0,3.0,2618.0,0.4207,199.726,199.7263000622418,0.0002
EXP005046,gpt-4o-mini,Processed/Embeded,Zero-shot,3,equivalent_diameter,IQR,2616.0,4.0,2620.0,0.368,59.583,59.58344087878496,0.0007
EXP005047,gpt-4o-mini,Processed/Embeded,Zero-shot,3,equivalent_diameter,Q1,2616.0,4.0,2620.0,0.5459,6778.75,92.2966123169619,7244.5274
EXP005048,gpt-4o-mini,Processed/Embeded,Zero-shot,3,equivalent_diameter,Q3,2616.0,5.0,2621.0,0.5145,18124.75,151.88005319574685,11833.5947
EXP005049,gpt-4o-mini,Processed/Embeded,Zero-shot,3,circularity,mean,2614.0,3.0,2617.0,0.3297,0.713,0.7134300536565669,0.0603
EXP005050,gpt-4o-mini,Processed/Embeded,Zero-shot,3,circularity,median,2614.0,3.0,2617.0,0.3627,0.776,0.7762560179852166,0.033
EXP005051,gpt-4o-mini,Processed/Embeded,Zero-shot,3,circularity,range,2614.0,4.0,2618.0,0.3558,0.628,0.6275521149800207,0.0714
EXP005052,gpt-4o-mini,Processed/Embeded,Zero-shot,3,circularity,min,2614.0,3.0,2617.0,0.6515,0.27,0.2698065442728811,0.0717
EXP005053,gpt-4o-mini,Processed/Embeded,Zero-shot,3,circularity,max,2614.0,4.0,2618.0,0.5273,0.897,0.8973586592529018,0.04
EXP005054,gpt-4o-mini,Processed/Embeded,Zero-shot,3,circularity,IQR,2615.0,3.0,2618.0,0.2713,0.154,0.1535508255117358,0.2925
EXP005055,gpt-4o-mini,Processed/Embeded,Zero-shot,3,circularity,Q1,2615.0,4.0,2619.0,0.2914,0.684,0.6842530831281464,0.037
EXP005056,gpt-4o-mini,Processed/Embeded,Zero-shot,3,circularity,Q3,2615.0,5.0,2620.0,0.3789,18124.75,0.8378039086398822,2163264.2208
EXP005057,gpt-4o-mini,Processed/Embeded,Zero-shot,4,area,mean,2599.0,5.0,2604.0,0.5508,2950.76,2950.75956284153,0.0
EXP005058,gpt-4o-mini,Processed/Embeded,Zero-shot,4,area,median,2599.0,4.0,2603.0,0.5086,1813.0,1813.0,0.0
EXP005059,gpt-4o-mini,Processed/Embeded,Zero-shot,4,area,range,2599.0,5.0,2604.0,0.2679,19969.0,19969.0,0.0
EXP005060,gpt-4o-mini,Processed/Embeded,Zero-shot,4,area,min,2599.0,3.0,2602.0,0.3373,81.0,81.0,0.0
EXP005061,gpt-4o-mini,Processed/Embeded,Zero-shot,4,area,max,2599.0,5.0,2604.0,0.5585,20050.0,20050.0,0.0
EXP005062,gpt-4o-mini,Processed/Embeded,Zero-shot,4,area,IQR,2600.0,5.0,2605.0,0.8151,2786.5,2786.5,0.0
EXP005063,gpt-4o-mini,Processed/Embeded,Zero-shot,4,area,Q1,2600.0,4.0,2604.0,0.3748,795.5,795.5,0.0
EXP005064,gpt-4o-mini,Processed/Embeded,Zero-shot,4,area,Q3,2600.0,4.0,2604.0,0.6042,3582.0,3582.0,0.0
